,series_id,year,value,Month,lfst_code,periodicity_code,series_title,activity_code,ages_code,class_code,duration_code,education_code,entr_code,expr_code,indy_text
135,LNS11000002,2015,73558.0,8,10,M,(Seas) Civilian Labor Force Level - Women,0,00,0,0,00,0,0,All Industries
136,LNS11000002,2015,73241.0,9,10,M,(Seas) Civilian Labor Force Level - Women,0,00,0,0,00,0,0,All Industries
137,LNS11000002,2015,73579.0,10,10,M,(Seas) Civilian Labor Force Level - Women,0,00,0,0,00,0,0,All Industries
138,LNS11000002,2015,73889.0,11,10,M,(Seas) Civilian Labor Force Level - Women,0,00,0,0,00,0,0,All Industries
139,LNS11000002,2015,74041.0,12,10,M,(Seas) Civilian Labor Force Level - Women,0,00,0,0,00,0,0,All Industries
140,LNS11000002,2016,74231.0,1,10,M,(Seas) Civilian Labor Force Level - Women,0,00,0,0,00,0,0,All Industries
141,LNS11000002,2016,74208.0,2,10,M,(Seas) Civilian Labor Force Level - Women,0,00,0,0,00,0,0,All Industries
142,LNS11000002,2016,74503.0,3,10,M,(Seas) Civilian Labor Force Level - Women,0,00,0,0,00,0,0,All Industries
143,LNS11000002,2016,74372.0,4,10,M,(Seas) Civilian Labor Force Level - Women,0,00,0,0,00,0,0,All Industries
144,LNS11000002,2016,74336.0,5,10,M,(Seas) Civilian Labor Force Level - Women,0,00,0,0,00,0,0,All Industries
145,LNS11000002,2016,74134.0,6,10,M,(Seas) Civilian Labor Force Level - Women,0,00,0,0,00,0,0,All Industries
146,LNS11000002,2016,74258.0,7,10,M,(Seas) Civilian Labor Force Level - Women,0,00,0,0,00,0,0,All Industries
147,LNS11000002,2016,74527.0,8,10,M,(Seas) Civilian Labor Force Level - Women,0,00,0,0,00,0,0,All Industries
148,LNS11000002,2016,74670.0,9,10,M,(Seas) Civilian Labor Force Level - Women,0,00,0,0,00,0,0,All Industries
149,LNS11000002,2016,74663.0,10,10,M,(Seas) Civilian Labor Force Level - Women,0,00,0,0,00,0,0,All Industries
150,LNS11000002,2016,74597.0,11,10,M,(Seas) Civilian Labor Force Level - Women,0,00,0,0,00,0,0,All Industries
151,LNS11000002,2016,74682.0,12,10,M,(Seas) Civilian Labor Force Level - Women,0,00,0,0,00,0,0,All Industries
152,LNS11000002,2017,74702.0,1,10,M,(Seas) Civilian Labor Force Level - Women,0,00,0,0,00,0,0,All Industries
153,LNS11000002,2017,74832.0,2,10,M,(Seas) Civilian Labor Force Level - Women,0,00,0,0,00,0,0,All Industries
154,LNS11000002,2017,75170.0,3,10,M,(Seas) Civilian Labor Force Level - Women,0,00,0,0,00,0,0,All Industries
155,LNS11000002,2017,75206.0,4,10,M,(Seas) Civilian Labor Force Level - Women,0,00,0,0,00,0,0,All Industries
156,LNS11000002,2017,75131.0,5,10,M,(Seas) Civilian Labor Force Level - Women,0,00,0,0,00,0,0,All Industries
157,LNS11000002,2017,75169.0,6,10,M,(Seas) Civilian Labor Force Level - Women,0,00,0,0,00,0,0,All Industries
158,LNS11000002,2017,75350.0,7,10,M,(Seas) Civilian Labor Force Level - Women,0,00,0,0,00,0,0,All Industries
159,LNS11000002,2017,75394.0,8,10,M,(Seas) Civilian Labor Force Level - Women,0,00,0,0,00,0,0,All Industries
160,LNS11000002,2017,75558.0,9,10,M,(Seas) Civilian Labor Force Level - Women,0,00,0,0,00,0,0,All Industries
161,LNS11000002,2017,75070.0,10,10,M,(Seas) Civilian Labor Force Level - Women,0,00,0,0,00,0,0,All Industries
162,LNS11000002,2017,75278.0,11,10,M,(Seas) Civilian Labor Force Level - Women,0,00,0,0,00,0,0,All Industries
