State,Filed week ended,Initial Claims,Reflecting Week Ended,Continued Claims,Covered Employment,Insured Unemployment Rate
Minnesota,12/14/2019,6797,12/7/2019,49460,2853412,1.73
Minnesota,12/21/2019,6816,12/14/2019,53647,2853412,1.88
Minnesota,12/28/2019,6163,12/21/2019,54605,2853412,1.91
Minnesota,1/4/2020,7293,12/28/2019,68226,2853412,2.39
Minnesota,1/11/2020,5933,1/4/2020,66377,2859937,2.32
Minnesota,1/18/2020,4463,1/11/2020,62628,2859937,2.19
Minnesota,1/25/2020,3931,1/18/2020,61704,2859937,2.16
Minnesota,2/1/2020,3700,1/25/2020,62189,2859937,2.17
Minnesota,2/8/2020,4108,2/1/2020,64105,2859937,2.24
Minnesota,2/15/2020,3641,2/8/2020,63956,2859937,2.24
Minnesota,2/22/2020,3539,2/15/2020,62200,2859937,2.17
Minnesota,2/29/2020,3410,2/22/2020,61696,2859937,2.16
Minnesota,3/7/2020,3488,2/29/2020,62767,2859937,2.19
Minnesota,3/14/2020,4010,3/7/2020,61781,2859937,2.16
Minnesota,3/21/2020,115773,3/14/2020,66787,2859937,2.34
Minnesota,3/28/2020,109095,3/21/2020,160873,2859937,5.63
Minnesota,4/4/2020,110260,3/28/2020,248023,2859937,8.67
Minnesota,4/11/2020,93133,4/4/2020,341578,2864234,11.93
Minnesota,4/18/2020,74829,4/11/2020,391284,2864234,13.66
Minnesota,4/25/2020,48595,4/18/2020,416993,2864234,14.56
Minnesota,5/2/2020,41492,4/25/2020,420212,2864234,14.67
Minnesota,5/9/2020,37669,5/2/2020,429187,2864234,14.98
Minnesota,5/16/2020,28893,5/9/2020,427690,2864234,14.93
Mississippi,1/3/2015,2532,12/27/2014,16415,1070678,1.53
Mississippi,1/10/2015,3286,1/3/2015,18313,1072543,1.71
Mississippi,1/17/2015,2162,1/10/2015,15569,1072543,1.45
Mississippi,1/24/2015,1701,1/17/2015,14882,1072543,1.39
Mississippi,1/31/2015,1668,1/24/2015,14691,1072543,1.37
Mississippi,2/7/2015,1709,1/31/2015,14110,1072543,1.32
Mississippi,2/14/2015,1562,2/7/2015,13694,1072543,1.28
Mississippi,2/21/2015,1316,2/14/2015,13072,1072543,1.22
Mississippi,2/28/2015,1687,2/21/2015,13345,1072543,1.24
Mississippi,3/7/2015,1743,2/28/2015,12993,1072543,1.21
Mississippi,3/14/2015,2098,3/7/2015,12853,1072543,1.2
Mississippi,3/21/2015,1563,3/14/2015,13233,1072543,1.23
Mississippi,3/28/2015,1562,3/21/2015,12557,1072543,1.17
Mississippi,4/4/2015,1691,3/28/2015,12275,1072543,1.14
Mississippi,4/11/2015,2047,4/4/2015,12178,1074604,1.13
Mississippi,4/18/2015,1844,4/11/2015,12172,1074604,1.13
Mississippi,4/25/2015,1642,4/18/2015,12150,1074604,1.13
Mississippi,5/2/2015,1598,4/25/2015,12191,1074604,1.13
Mississippi,5/9/2015,2223,5/2/2015,11876,1074604,1.11
Mississippi,5/16/2015,2413,5/9/2015,12244,1074604,1.14
Mississippi,5/23/2015,3074,5/16/2015,13438,1074604,1.25
Mississippi,5/30/2015,1966,5/23/2015,13719,1074604,1.28
Mississippi,6/6/2015,2829,5/30/2015,15328,1074604,1.43
Mississippi,6/13/2015,2237,6/6/2015,16055,1074604,1.49
Mississippi,6/20/2015,1958,6/13/2015,16316,1074604,1.52
Mississippi,6/27/2015,2249,6/20/2015,16333,1074604,1.52
Mississippi,7/4/2015,2379,6/27/2015,16296,1074604,1.52
Mississippi,7/11/2015,2737,7/4/2015,17915,1076891,1.66
Mississippi,7/18/2015,1859,7/11/2015,18360,1076891,1.7
Mississippi,7/25/2015,1918,7/18/2015,17835,1076891,1.66
Mississippi,8/1/2015,1794,7/25/2015,17836,1076891,1.66
Mississippi,8/8/2015,1900,8/1/2015,17625,1076891,1.64
Mississippi,8/15/2015,1789,8/8/2015,16814,1076891,1.56
Mississippi,8/22/2015,1692,8/15/2015,15718,1076891,1.46
Mississippi,8/29/2015,1661,8/22/2015,14831,1076891,1.38
Mississippi,9/5/2015,1601,8/29/2015,14180,1076891,1.32
Mississippi,9/12/2015,1329,9/5/2015,13501,1076891,1.25
Mississippi,9/19/2015,1448,9/12/2015,12591,1076891,1.17
Mississippi,9/26/2015,1458,9/19/2015,12350,1076891,1.15
Mississippi,10/3/2015,1495,9/26/2015,12044,1076891,1.12
Mississippi,10/10/2015,1818,10/3/2015,11731,1079075,1.09
Mississippi,10/17/2015,1611,10/10/2015,11569,1079075,1.07
Mississippi,10/24/2015,1837,10/17/2015,11580,1079075,1.07
Mississippi,10/31/2015,1993,10/24/2015,11972,1079075,1.11
Mississippi,11/7/2015,2095,10/31/2015,12272,1079075,1.14
Mississippi,11/14/2015,1798,11/7/2015,12064,1079075,1.12
Mississippi,11/21/2015,2044,11/14/2015,12308,1079075,1.14
Mississippi,11/28/2015,1827,11/21/2015,12037,1079075,1.12
Mississippi,12/5/2015,2329,11/28/2015,13909,1079075,1.29
Mississippi,12/12/2015,1879,12/5/2015,12969,1079075,1.2
Mississippi,12/19/2015,2263,12/12/2015,13274,1079075,1.23
Mississippi,12/26/2015,2833,12/19/2015,13182,1079075,1.22
Mississippi,1/2/2016,2085,12/26/2015,15701,1079075,1.46
Mississippi,1/9/2016,2385,1/2/2016,16551,1082274,1.53
Mississippi,1/16/2016,1909,1/9/2016,14429,1082274,1.33
Mississippi,1/23/2016,1574,1/16/2016,14004,1082274,1.29
Mississippi,1/30/2016,1586,1/23/2016,14225,1082274,1.31
Mississippi,2/6/2016,1691,1/30/2016,13827,1082274,1.28
Mississippi,2/13/2016,1352,2/6/2016,13580,1082274,1.25
Mississippi,2/20/2016,1148,2/13/2016,12998,1082274,1.2
Mississippi,2/27/2016,1426,2/20/2016,12816,1082274,1.18
Mississippi,3/5/2016,1513,2/27/2016,12182,1082274,1.13
Mississippi,3/12/2016,1598,3/5/2016,11783,1082274,1.09
Mississippi,3/19/2016,1481,3/12/2016,11883,1082274,1.1
Mississippi,3/26/2016,1415,3/19/2016,11581,1082274,1.07
Mississippi,4/2/2016,1551,3/26/2016,11445,1082274,1.06
Mississippi,4/9/2016,1773,4/2/2016,11197,1085800,1.03
Mississippi,4/16/2016,1532,4/9/2016,11183,1085800,1.03
Mississippi,4/23/2016,1437,4/16/2016,11228,1085800,1.03
Mississippi,4/30/2016,1456,4/23/2016,11187,1085800,1.03
Mississippi,5/7/2016,2189,4/30/2016,11010,1085800,1.01
Mississippi,5/14/2016,2140,5/7/2016,12082,1085800,1.11
Mississippi,5/21/2016,2692,5/14/2016,12407,1085800,1.14
Mississippi,5/28/2016,2773,5/21/2016,13403,1085800,1.23
Mississippi,6/4/2016,2358,5/28/2016,14435,1085800,1.33
Mississippi,6/11/2016,2030,6/4/2016,15572,1085800,1.43
Mississippi,6/18/2016,1745,6/11/2016,15831,1085800,1.46
Mississippi,6/25/2016,1806,6/18/2016,15865,1085800,1.46
Mississippi,7/2/2016,2288,6/25/2016,16224,1085800,1.49
Mississippi,7/9/2016,2307,7/2/2016,16580,1089407,1.52
Mississippi,7/16/2016,1864,7/9/2016,17785,1089407,1.63
Mississippi,7/23/2016,1549,7/16/2016,17192,1089407,1.58
Mississippi,7/30/2016,1577,7/23/2016,17056,1089407,1.57
Mississippi,8/6/2016,1551,7/30/2016,16739,1089407,1.54
Mississippi,8/13/2016,1560,8/6/2016,15680,1089407,1.44
Mississippi,8/20/2016,1592,8/13/2016,14431,1089407,1.32
Mississippi,8/27/2016,1476,8/20/2016,13642,1089407,1.25
Mississippi,9/3/2016,1453,8/27/2016,12904,1089407,1.18
Mississippi,9/10/2016,1304,9/3/2016,12276,1089407,1.13
Mississippi,9/17/2016,1474,9/10/2016,11656,1089407,1.07
Mississippi,9/24/2016,1328,9/17/2016,11443,1089407,1.05
Mississippi,10/1/2016,1302,9/24/2016,10985,1089407,1.01
Mississippi,10/8/2016,1805,10/1/2016,10851,1093666,0.99
Mississippi,10/15/2016,1394,10/8/2016,10871,1093666,0.99
Mississippi,10/22/2016,1417,10/15/2016,10794,1093666,0.99
Mississippi,10/29/2016,1499,10/22/2016,10707,1093666,0.98
Mississippi,11/5/2016,1734,10/29/2016,10790,1093666,0.99
Mississippi,11/12/2016,1391,11/5/2016,10344,1093666,0.95
Mississippi,11/19/2016,1833,11/12/2016,10993,1093666,1.01
Mississippi,11/26/2016,1637,11/19/2016,10551,1093666,0.96
Mississippi,12/3/2016,2122,11/26/2016,12008,1093666,1.1
Mississippi,12/10/2016,1757,12/3/2016,11559,1093666,1.06
Mississippi,12/17/2016,2079,12/10/2016,12021,1093666,1.1
Mississippi,12/24/2016,2477,12/17/2016,12066,1093666,1.1
Mississippi,12/31/2016,1957,12/24/2016,13782,1093666,1.26
Mississippi,1/7/2017,1907,12/31/2016,14381,1093666,1.31
Mississippi,1/14/2017,1752,1/7/2017,13401,1096102,1.22
Mississippi,1/21/2017,1330,1/14/2017,12624,1096102,1.15
Mississippi,1/28/2017,1443,1/21/2017,12361,1096102,1.13
Mississippi,2/4/2017,1336,1/28/2017,11996,1096102,1.09
Mississippi,2/11/2017,1203,2/4/2017,11937,1096102,1.09
Mississippi,2/18/2017,1178,2/11/2017,11548,1096102,1.05
Mississippi,2/25/2017,1044,2/18/2017,11142,1096102,1.02
Mississippi,3/4/2017,1177,2/25/2017,10866,1096102,0.99
Mississippi,3/11/2017,1228,3/4/2017,10241,1096102,0.93
Mississippi,3/18/2017,1609,3/11/2017,10028,1096102,0.91
Mississippi,3/25/2017,1176,3/18/2017,10269,1096102,0.94
Mississippi,4/1/2017,1053,3/25/2017,9554,1096102,0.87
Mississippi,4/8/2017,1285,4/1/2017,9143,1098149,0.83
Mississippi,4/15/2017,1133,4/8/2017,9001,1098149,0.82
Mississippi,4/22/2017,1312,4/15/2017,9003,1098149,0.82
Mississippi,4/29/2017,1269,4/22/2017,9123,1098149,0.83
Mississippi,5/6/2017,1505,4/29/2017,8989,1098149,0.82
Mississippi,5/13/2017,1665,5/6/2017,9137,1098149,0.83
Mississippi,5/20/2017,2124,5/13/2017,9581,1098149,0.87
Mississippi,5/27/2017,2909,5/20/2017,10128,1098149,0.92
Mississippi,6/3/2017,2257,5/27/2017,11742,1098149,1.07
Mississippi,6/10/2017,1892,6/3/2017,13018,1098149,1.19
Mississippi,6/17/2017,1547,6/10/2017,13320,1098149,1.21
Mississippi,6/24/2017,1677,6/17/2017,13509,1098149,1.23
Mississippi,7/1/2017,2027,6/24/2017,14027,1098149,1.28
Mississippi,7/8/2017,1670,7/1/2017,14125,1100265,1.28
Mississippi,7/15/2017,1675,7/8/2017,15115,1100265,1.37
Mississippi,7/22/2017,1337,7/15/2017,14716,1100265,1.34
Mississippi,7/29/2017,1408,7/22/2017,14590,1100265,1.33
Mississippi,8/5/2017,1334,7/29/2017,14482,1100265,1.32
Mississippi,8/12/2017,1328,8/5/2017,13432,1100265,1.22
Mississippi,8/19/2017,1215,8/12/2017,12353,1100265,1.12
Mississippi,8/26/2017,1143,8/19/2017,11554,1100265,1.05
Mississippi,9/2/2017,1180,8/26/2017,11055,1100265,1
Mississippi,9/9/2017,1201,9/2/2017,10221,1100265,0.93
Mississippi,9/16/2017,1200,9/9/2017,9779,1100265,0.89
Mississippi,9/23/2017,1030,9/16/2017,9699,1100265,0.88
Mississippi,9/30/2017,1015,9/23/2017,9357,1100265,0.85
Mississippi,10/7/2017,1355,9/30/2017,8711,1100265,0.79
Mississippi,10/14/2017,1213,10/7/2017,8994,1100677,0.82
Mississippi,10/21/2017,1231,10/14/2017,8763,1100677,0.8
Mississippi,10/28/2017,1182,10/21/2017,8801,1100677,0.8
Mississippi,11/4/2017,1208,10/28/2017,8871,1100677,0.81
Mississippi,11/11/2017,1148,11/4/2017,8789,1100677,0.8
Mississippi,11/18/2017,1518,11/11/2017,8796,1100677,0.8
Mississippi,11/25/2017,1236,11/18/2017,8608,1100677,0.78
Mississippi,12/2/2017,1484,11/25/2017,10021,1100677,0.91
Mississippi,12/9/2017,1283,12/2/2017,9063,1100677,0.82
Mississippi,12/16/2017,1583,12/9/2017,9423,1100677,0.86
Mississippi,12/23/2017,1862,12/16/2017,9733,1100677,0.88
Mississippi,12/30/2017,1435,12/23/2017,10528,1100677,0.96
Mississippi,1/6/2018,1441,12/30/2017,11382,1100677,1.03
Mississippi,1/13/2018,1733,1/6/2018,10702,1101351,0.97
Mississippi,1/20/2018,939,1/13/2018,10079,1101351,0.92
Mississippi,1/27/2018,1309,1/20/2018,10312,1101351,0.94
Mississippi,2/3/2018,1195,1/27/2018,9991,1101351,0.91
Mississippi,2/10/2018,1195,2/3/2018,9752,1101351,0.89
Mississippi,2/17/2018,935,2/10/2018,9644,1101351,0.88
Mississippi,2/24/2018,818,2/17/2018,9251,1101351,0.84
Mississippi,3/3/2018,880,2/24/2018,9004,1101351,0.82
Mississippi,3/10/2018,982,3/3/2018,8542,1101351,0.78
Mississippi,3/17/2018,1182,3/10/2018,8164,1101351,0.74
Mississippi,3/24/2018,1002,3/17/2018,8438,1101351,0.77
Mississippi,3/31/2018,779,3/24/2018,8042,1101351,0.73
Mississippi,4/7/2018,1088,3/31/2018,7448,1101351,0.68
Mississippi,4/14/2018,916,4/7/2018,7416,1101896,0.67
Mississippi,4/21/2018,1037,4/14/2018,7336,1101896,0.67
Mississippi,4/28/2018,936,4/21/2018,7158,1101896,0.65
Mississippi,5/5/2018,1114,4/28/2018,7180,1101896,0.65
Mississippi,5/12/2018,1440,5/5/2018,7050,1101896,0.64
Mississippi,5/19/2018,1922,5/12/2018,7324,1101896,0.66
Mississippi,5/26/2018,2094,5/19/2018,8040,1101896,0.73
Mississippi,6/2/2018,2277,5/26/2018,9107,1101896,0.83
Mississippi,6/9/2018,1765,6/2/2018,10523,1101896,0.95
Mississippi,6/16/2018,1425,6/9/2018,10854,1101896,0.99
Mississippi,6/23/2018,1199,6/16/2018,11169,1101896,1.01
Mississippi,6/30/2018,1607,6/23/2018,11370,1101896,1.03
Mississippi,7/7/2018,1680,6/30/2018,11474,1101896,1.04
Mississippi,7/14/2018,1456,7/7/2018,12444,1103284,1.13
Mississippi,7/21/2018,1082,7/14/2018,12221,1103284,1.11
Mississippi,7/28/2018,1090,7/21/2018,11766,1103284,1.07
Mississippi,8/4/2018,1131,7/28/2018,11849,1103284,1.07
Mississippi,8/11/2018,1012,8/4/2018,10841,1103284,0.98
Mississippi,8/18/2018,904,8/11/2018,9481,1103284,0.86
Mississippi,8/25/2018,940,8/18/2018,8405,1103284,0.76
Mississippi,9/1/2018,884,8/25/2018,8156,1103284,0.74
Mississippi,9/8/2018,732,9/1/2018,7234,1103284,0.66
Mississippi,9/15/2018,873,9/8/2018,7034,1103284,0.64
Mississippi,9/22/2018,821,9/15/2018,6747,1103284,0.61
Mississippi,9/29/2018,857,9/22/2018,6829,1103284,0.62
Mississippi,10/6/2018,821,9/29/2018,6431,1103371,0.58
Mississippi,10/13/2018,1026,10/6/2018,6307,1103284,0.57
Mississippi,10/20/2018,991,10/13/2018,6251,1103371,0.57
Mississippi,10/27/2018,1054,10/20/2018,6262,1103371,0.57
Mississippi,11/3/2018,1007,10/27/2018,6461,1103371,0.59
Mississippi,11/10/2018,1157,11/3/2018,6552,1103371,0.59
Mississippi,11/17/2018,1143,11/10/2018,6487,1103371,0.59
Mississippi,11/24/2018,1035,11/17/2018,6299,1103371,0.57
Mississippi,12/1/2018,1247,11/24/2018,7477,1103371,0.68
Mississippi,12/8/2018,1138,12/1/2018,6725,1103371,0.61
Mississippi,12/15/2018,1382,12/8/2018,7225,1103371,0.65
Mississippi,12/22/2018,1449,12/15/2018,7407,1103371,0.67
Mississippi,12/29/2018,1301,12/22/2018,7770,1103371,0.7
Mississippi,1/5/2019,1247,12/29/2018,9138,1103371,0.83
Mississippi,1/12/2019,1490,1/5/2019,8826,1104071,0.8
Mississippi,1/19/2019,1142,1/12/2019,8404,1104071,0.76
Mississippi,1/26/2019,1020,1/19/2019,8306,1104071,0.75
Mississippi,2/2/2019,979,1/26/2019,8297,1104071,0.75
Mississippi,2/9/2019,1076,2/2/2019,7869,1104071,0.71
Mississippi,2/16/2019,918,2/9/2019,7354,1104071,0.67
Mississippi,2/23/2019,844,2/16/2019,7592,1104071,0.69
Mississippi,3/2/2019,919,2/23/2019,7833,1104071,0.71
Mississippi,3/9/2019,924,3/2/2019,7259,1104071,0.66
Mississippi,3/16/2019,1135,3/9/2019,7356,1104071,0.67
Mississippi,3/23/2019,930,3/16/2019,7484,1104071,0.68
Mississippi,3/30/2019,856,3/23/2019,7196,1104071,0.65
Mississippi,4/6/2019,949,3/30/2019,6676,1104071,0.6
Mississippi,4/13/2019,1093,4/6/2019,6643,1104696,0.6
Mississippi,4/20/2019,872,4/13/2019,6641,1104696,0.6
Mississippi,4/27/2019,1697,4/20/2019,6669,1104696,0.6
Mississippi,5/4/2019,1091,4/27/2019,7355,1104696,0.67
Mississippi,5/11/2019,1348,5/4/2019,7395,1104696,0.67
Mississippi,5/18/2019,1904,5/11/2019,7071,1104696,0.64
Mississippi,5/25/2019,2210,5/18/2019,7755,1104696,0.7
Mississippi,6/1/2019,1967,5/25/2019,9128,1104696,0.83
Mississippi,6/8/2019,1766,6/1/2019,9823,1104696,0.89
Mississippi,6/15/2019,1282,6/8/2019,10424,1104696,0.94
Mississippi,6/22/2019,1360,6/15/2019,10694,1104696,0.97
Mississippi,6/29/2019,1587,6/22/2019,11066,1104696,1
Mississippi,7/6/2019,1316,6/29/2019,10798,1104696,0.98
Mississippi,7/13/2019,1716,7/6/2019,12284,1105743,1.11
Mississippi,7/20/2019,1151,7/13/2019,11864,1105743,1.07
Mississippi,7/27/2019,1049,7/20/2019,11685,1105743,1.06
Mississippi,8/3/2019,1036,7/27/2019,11500,1105743,1.04
Mississippi,8/10/2019,1039,8/3/2019,10993,1105743,0.99
Mississippi,8/17/2019,1032,8/10/2019,9288,1105743,0.84
Mississippi,8/24/2019,913,8/17/2019,8580,1105743,0.78
Mississippi,8/31/2019,1052,8/24/2019,8217,1105743,0.74
Mississippi,9/7/2019,932,8/31/2019,7675,1105743,0.69
Mississippi,9/14/2019,982,9/7/2019,7430,1105743,0.67
Mississippi,9/21/2019,867,9/14/2019,7353,1105743,0.66
Mississippi,9/28/2019,950,9/21/2019,7096,1105743,0.64
Mississippi,10/5/2019,956,9/28/2019,7140,1105743,0.65
Mississippi,10/12/2019,1100,10/5/2019,6868,1107596,0.62
Mississippi,10/19/2019,1084,10/12/2019,6954,1107596,0.63
Mississippi,10/26/2019,1016,10/19/2019,6997,1107596,0.63
Mississippi,11/2/2019,951,10/26/2019,7170,1107596,0.65
Mississippi,11/9/2019,1102,11/2/2019,7041,1107596,0.64
Mississippi,11/16/2019,1095,11/9/2019,6974,1107596,0.63
Mississippi,11/23/2019,1113,11/16/2019,7124,1107596,0.64
Mississippi,11/30/2019,1047,11/23/2019,7123,1107596,0.64
Mississippi,12/7/2019,1365,11/30/2019,7935,1107596,0.72
Mississippi,12/14/2019,1287,12/7/2019,7493,1107596,0.68
Mississippi,12/21/2019,1524,12/14/2019,7989,1107596,0.72
Mississippi,12/28/2019,1633,12/21/2019,8121,1107596,0.73
Mississippi,1/4/2020,1178,12/28/2019,9681,1107596,0.87
Mississippi,1/11/2020,1515,1/4/2020,9536,1108618,0.86
Mississippi,1/18/2020,1135,1/11/2020,8804,1108618,0.79
Mississippi,1/25/2020,993,1/18/2020,8562,1108618,0.77
Mississippi,2/1/2020,963,1/25/2020,8674,1108618,0.78
Mississippi,2/8/2020,968,2/1/2020,8261,1108618,0.75
Mississippi,2/15/2020,861,2/8/2020,8216,1108618,0.74
Mississippi,2/22/2020,827,2/15/2020,7922,1108618,0.71
Mississippi,2/29/2020,744,2/22/2020,7842,1108618,0.71
Mississippi,3/7/2020,879,2/29/2020,7416,1108618,0.67
Mississippi,3/14/2020,1147,3/7/2020,7098,1108618,0.64
Mississippi,3/21/2020,5519,3/14/2020,6667,1108618,0.6
Mississippi,3/28/2020,32015,3/21/2020,9581,1108618,0.86
Mississippi,4/4/2020,45852,3/28/2020,29373,1108618,2.65
Mississippi,4/11/2020,45748,4/4/2020,60737,1109819,5.47
Mississippi,4/18/2020,36913,4/11/2020,93005,1109819,8.38
Mississippi,4/25/2020,29906,4/18/2020,135722,1109819,12.23
Mississippi,5/2/2020,25745,4/25/2020,162078,1109819,14.6
Mississippi,5/9/2020,23618,5/2/2020,208270,1109819,18.77
Mississippi,5/16/2020,24242,5/9/2020,189886,1109819,17.11
Missouri,1/3/2015,9915,12/27/2014,49493,2589628,1.91
Missouri,1/10/2015,16066,1/3/2015,54612,2598281,2.1
Missouri,1/17/2015,8984,1/10/2015,53207,2598281,2.05
Missouri,1/24/2015,5665,1/17/2015,51414,2598281,1.98
Missouri,1/31/2015,5531,1/24/2015,49998,2598281,1.92
Missouri,2/7/2015,6882,1/31/2015,49054,2598281,1.89
Missouri,2/14/2015,7908,2/7/2015,49752,2598281,1.91
Missouri,2/21/2015,6909,2/14/2015,48940,2598281,1.88
Missouri,2/28/2015,8203,2/21/2015,50136,2598281,1.93
Missouri,3/7/2015,5410,2/28/2015,48993,2598281,1.89
Missouri,3/14/2015,5347,3/7/2015,47002,2598281,1.81
Missouri,3/21/2015,5440,3/14/2015,41101,2598281,1.58
Missouri,3/28/2015,4567,3/21/2015,38954,2598281,1.5
Missouri,4/4/2015,4582,3/28/2015,35379,2598281,1.36
Missouri,4/11/2015,5741,4/4/2015,31315,2601926,1.2
Missouri,4/18/2015,4586,4/11/2015,33823,2601926,1.3
Missouri,4/25/2015,4199,4/18/2015,31225,2601926,1.2
Missouri,5/2/2015,4264,4/25/2015,30265,2601926,1.16
Missouri,5/9/2015,3942,5/2/2015,29192,2601926,1.12
Missouri,5/16/2015,5324,5/9/2015,29231,2601926,1.12
Missouri,5/23/2015,7037,5/16/2015,29879,2601926,1.15
Missouri,5/30/2015,6645,5/23/2015,32434,2601926,1.25
Missouri,6/6/2015,5818,5/30/2015,34536,2601926,1.33
Missouri,6/13/2015,4534,6/6/2015,34115,2601926,1.31
Missouri,6/20/2015,4590,6/13/2015,34211,2601926,1.31
Missouri,6/27/2015,4942,6/20/2015,34872,2601926,1.34
Missouri,7/4/2015,7603,6/27/2015,33932,2601926,1.3
Missouri,7/11/2015,6640,7/4/2015,37815,2607054,1.45
Missouri,7/18/2015,4799,7/11/2015,37944,2607054,1.46
Missouri,7/25/2015,4169,7/18/2015,36440,2607054,1.4
Missouri,8/1/2015,4108,7/25/2015,36093,2607054,1.38
Missouri,8/8/2015,4266,8/1/2015,36462,2607054,1.4
Missouri,8/15/2015,4622,8/8/2015,34948,2607054,1.34
Missouri,8/22/2015,4201,8/15/2015,33436,2607054,1.28
Missouri,8/29/2015,4033,8/22/2015,29753,2607054,1.14
Missouri,9/5/2015,4187,8/29/2015,28539,2607054,1.09
Missouri,9/12/2015,3564,9/5/2015,27664,2607054,1.06
Missouri,9/19/2015,4524,9/12/2015,27639,2607054,1.06
Missouri,9/26/2015,4000,9/19/2015,27465,2607054,1.05
Missouri,10/3/2015,3910,9/26/2015,27292,2607054,1.05
Missouri,10/10/2015,4667,10/3/2015,25991,2616039,0.99
Missouri,10/17/2015,4226,10/10/2015,26419,2616039,1.01
Missouri,10/24/2015,4122,10/17/2015,26674,2616039,1.02
Missouri,10/31/2015,4306,10/24/2015,26207,2616039,1
Missouri,11/7/2015,4544,10/31/2015,26632,2616039,1.02
Missouri,11/14/2015,4187,11/7/2015,27137,2616039,1.04
Missouri,11/21/2015,4929,11/14/2015,27872,2616039,1.07
Missouri,11/28/2015,4214,11/21/2015,28277,2616039,1.08
Missouri,12/5/2015,6870,11/28/2015,32196,2616039,1.23
Missouri,12/12/2015,5638,12/5/2015,30733,2616039,1.17
Missouri,12/19/2015,6498,12/12/2015,31263,2616039,1.2
Missouri,12/26/2015,8951,12/19/2015,33097,2616039,1.27
Missouri,1/2/2016,9362,12/26/2015,41033,2616039,1.57
Missouri,1/9/2016,15254,1/2/2016,46644,2622724,1.78
Missouri,1/16/2016,7808,1/9/2016,44656,2622724,1.7
Missouri,1/23/2016,6869,1/16/2016,44336,2622724,1.69
Missouri,1/30/2016,6131,1/23/2016,45145,2622724,1.72
Missouri,2/6/2016,4703,1/30/2016,41607,2622724,1.59
Missouri,2/13/2016,3922,2/6/2016,40346,2622724,1.54
Missouri,2/20/2016,4934,2/13/2016,41084,2622724,1.57
Missouri,2/27/2016,3951,2/20/2016,38423,2622724,1.47
Missouri,3/5/2016,3972,2/27/2016,36806,2622724,1.4
Missouri,3/12/2016,4180,3/5/2016,34259,2622724,1.31
Missouri,3/19/2016,4765,3/12/2016,32991,2622724,1.26
Missouri,3/26/2016,4721,3/19/2016,31015,2622724,1.18
Missouri,4/2/2016,4016,3/26/2016,29807,2622724,1.14
Missouri,4/9/2016,4360,4/2/2016,27666,2634899,1.05
Missouri,4/16/2016,3520,4/9/2016,25273,2634899,0.96
Missouri,4/23/2016,3841,4/16/2016,23703,2634899,0.9
Missouri,4/30/2016,5392,4/23/2016,23251,2634899,0.88
Missouri,5/7/2016,4174,4/30/2016,22736,2634899,0.86
Missouri,5/14/2016,8327,5/7/2016,22378,2634899,0.85
Missouri,5/21/2016,5975,5/14/2016,25719,2634899,0.98
Missouri,5/28/2016,6154,5/21/2016,23565,2634899,0.89
Missouri,6/4/2016,4952,5/28/2016,25466,2634899,0.97
Missouri,6/11/2016,4047,6/4/2016,26290,2634899,1
Missouri,6/18/2016,3739,6/11/2016,25892,2634899,0.98
Missouri,6/25/2016,3826,6/18/2016,25544,2634899,0.97
Missouri,7/2/2016,4372,6/25/2016,25689,2634899,0.97
Missouri,7/9/2016,10429,7/2/2016,26201,2647131,0.99
Missouri,7/16/2016,5997,7/9/2016,30019,2647131,1.13
Missouri,7/23/2016,4112,7/16/2016,32094,2647131,1.21
Missouri,7/30/2016,3779,7/23/2016,28585,2647131,1.08
Missouri,8/6/2016,4488,7/30/2016,40711,2647131,1.54
Missouri,8/13/2016,4150,8/6/2016,42552,2647131,1.61
Missouri,8/20/2016,3973,8/13/2016,33901,2647131,1.28
Missouri,8/27/2016,3679,8/20/2016,29120,2647131,1.1
Missouri,9/3/2016,3827,8/27/2016,26597,2647131,1
Missouri,9/10/2016,3111,9/3/2016,25321,2647131,0.96
Missouri,9/17/2016,3420,9/10/2016,24613,2647131,0.93
Missouri,9/24/2016,3156,9/17/2016,24134,2647131,0.91
Missouri,10/1/2016,4873,9/24/2016,23390,2647131,0.88
Missouri,10/8/2016,5611,10/1/2016,25619,2661722,0.96
Missouri,10/15/2016,3698,10/8/2016,22977,2661722,0.86
Missouri,10/22/2016,3795,10/15/2016,23494,2661722,0.88
Missouri,10/29/2016,7949,10/22/2016,23944,2661722,0.9
Missouri,11/5/2016,3763,10/29/2016,27569,2661722,1.04
Missouri,11/12/2016,1865,11/5/2016,21565,2661722,0.81
Missouri,11/19/2016,5043,11/12/2016,21843,2661722,0.82
Missouri,11/26/2016,3435,11/19/2016,22259,2661722,0.84
Missouri,12/3/2016,5147,11/26/2016,25985,2661722,0.98
Missouri,12/10/2016,5256,12/3/2016,24555,2661722,0.92
Missouri,12/17/2016,6057,12/10/2016,26619,2661722,1
Missouri,12/24/2016,9238,12/17/2016,27838,2661722,1.05
Missouri,12/31/2016,8546,12/24/2016,34082,2661722,1.28
Missouri,1/7/2017,9339,12/31/2016,38178,2661722,1.43
Missouri,1/14/2017,6993,1/7/2017,37968,2676454,1.42
Missouri,1/21/2017,4947,1/14/2017,36280,2676454,1.36
Missouri,1/28/2017,5041,1/21/2017,36442,2676454,1.36
Missouri,2/4/2017,4423,1/28/2017,36970,2676454,1.38
Missouri,2/11/2017,3819,2/4/2017,34905,2676454,1.3
